"","size_based.Assemblage","size_based.m","size_based.Method","size_based.Order.q","size_based.qD","size_based.qD.LCL","size_based.qD.UCL","size_based.SC","size_based.SC.LCL","size_based.SC.UCL","coverage_based.Assemblage","coverage_based.SC","coverage_based.m","coverage_based.Method","coverage_based.Order.q","coverage_based.qD","coverage_based.qD.LCL","coverage_based.qD.UCL"
"299","SRR19509097",63906,"Rarefaction",1,25.3658962143067,24.898569573126,25.8332228554874,0.999467976903939,0.999294680558615,0.999641273249262,"SRR19509097",0.99946797690394,63906,"Rarefaction",1,25.3658957018043,24.8982452740887,25.83354612952
"300","SRR19509097",63907,"Observed",1,25.3658976531276,24.8985709852781,25.8332243209771,0.999468003347022,0.999294706350084,0.999641300343961,"SRR19509097",0.999468003347022,63907,"Observed",1,25.3658976531276,24.8982470518063,25.8335482544489
"301","SRR19509097",63908,"Extrapolation",1,25.3658990919246,24.8985723974066,25.8332257864425,0.999468029788792,0.999294732140263,0.999641327437321,"SRR19509097",0.999468029788792,63908,"Extrapolation",1,25.3658990919246,24.8982482965206,25.8335498873285
"302","SRR19509097",67271,"Extrapolation",1,25.3706054199628,24.903191024426,25.8380198154995,0.999549916765992,0.999374670606503,0.999725162925481,"SRR19509097",0.999549916765992,67271,"Extrapolation",1,25.3706054199628,24.9023330153273,25.8388778245982
"303","SRR19509097",70634,"Extrapolation",1,25.3750567386655,24.9075584994459,25.8425549778851,0.999619198757248,0.999442766357095,0.999795631157402,"SRR19509097",0.999619198757248,70634,"Extrapolation",1,25.3750567386655,24.9062461491088,25.8438673282222
"304","SRR19509097",73998,"Extrapolation",1,25.3792680828882,24.9116896717238,25.8468464940525,0.999677832080535,0.999501189685009,0.999854474476062,"SRR19509097",0.999677832080535,73998,"Extrapolation",1,25.3792680828882,24.9100053528613,25.8485308129151
"305","SRR19509097",77361,"Extrapolation",1,25.3832500208129,24.9155950010085,25.8509050406173,0.999727423874437,0.999551588537653,0.99990325921122,"SRR19509097",0.999727423874437,77361,"Extrapolation",1,25.3832500208129,24.913611936038,25.8528881055878
"306","SRR19509097",80725,"Extrapolation",1,25.3870172889854,24.9192890281952,25.8547455497756,0.999769393391067,0.999595329708419,0.999943457073715,"SRR19509097",0.999769393391067,80725,"Extrapolation",1,25.3870172889854,24.9170712356678,25.856963342303
"307","SRR19509097",84088,"Extrapolation",1,25.3905793411985,24.9227811064763,25.8583775759207,0.999804891014298,0.999633463113879,0.999976318914718,"SRR19509097",0.999804891014298,84088,"Extrapolation",1,25.3905793411985,24.9203842990374,25.8607743833596
"308","SRR19509097",87452,"Extrapolation",1,25.3939493600649,24.9260842383561,25.8618144817738,0.999834932639563,0.999666887514976,1,"SRR19509097",0.999834932639563,87452,"Extrapolation",1,25.3939493600649,24.9235562720669,25.8643424480629
"309","SRR19509097",90815,"Extrapolation",1,25.397135802498,24.929206787596,25.8650648174,0.999860341707394,0.999696301890528,1,"SRR19509097",0.999860341707394,90815,"Extrapolation",1,25.397135802498,24.9265885974915,25.8676830075045
"310","SRR19509097",94179,"Extrapolation",1,25.4001504610357,24.9321603811058,25.8681405409656,0.999881845391995,0.999722317979771,1,"SRR19509097",0.999881845391995,94179,"Extrapolation",1,25.4001504610357,24.9294865976655,25.870814324406
"311","SRR19509097",97542,"Extrapolation",1,25.4030009008304,24.9349524979189,25.871049303742,0.999900033109067,0.999745413795308,1,"SRR19509097",0.999900033109067,97542,"Extrapolation",1,25.4030009008304,24.9322522595185,25.8737495421424
"312","SRR19509097",100906,"Extrapolation",1,25.4056976709256,24.9375935348992,25.8738018069519,0.999915425367221,0.999766015014366,1,"SRR19509097",0.999915425367221,100906,"Extrapolation",1,25.4056976709256,24.9348911152266,25.8765042266245
"313","SRR19509097",104269,"Extrapolation",1,25.4082475387465,24.9400901799581,25.8764048975348,0.999928444068044,0.99978445429537,1,"SRR19509097",0.999928444068044,104269,"Extrapolation",1,25.4082475387465,24.9374056304038,25.8790894470891
"314","SRR19509097",107633,"Extrapolation",1,25.4106599409655,24.942451730049,25.878868151882,0.99993946178968,0.999801032587894,1,"SRR19509097",0.99993946178968,107633,"Extrapolation",1,25.4106599409655,24.9398014523909,25.8815184295401
"315","SRR19509097",110996,"Extrapolation",1,25.4129409313994,24.9446841656521,25.8811976971467,0.999948780527729,0.999815984407301,1,"SRR19509097",0.999948780527729,110996,"Extrapolation",1,25.4129409313994,24.9420813884189,25.8838004743799
"316","SRR19509097",114360,"Extrapolation",1,25.4150989516463,24.9467958001689,25.8834021031237,0.999956666972255,0.999829525356176,1,"SRR19509097",0.999956666972255,114360,"Extrapolation",1,25.4150989516463,24.9442510753012,25.8859468279913
"317","SRR19509097",117723,"Extrapolation",1,25.4171394171625,24.9487919814784,25.8854868528467,0.999963337290593,0.999841822610055,1,"SRR19509097",0.999963337290593,117723,"Extrapolation",1,25.4171394171625,24.9463135184305,25.8879653158946
"318","SRR19509097",121087,"Extrapolation",1,25.4190698794002,24.950680143474,25.8874596153264,0.999968982378507,0.999853032574683,1,"SRR19509097",0.999968982378507,121087,"Extrapolation",1,25.4190698794002,24.9482742290708,25.8898655297296
"319","SRR19509097",124450,"Extrapolation",1,25.4208951827689,24.9524650683439,25.8893252971939,0.99997375696778,0.999863275723157,1,"SRR19509097",0.99997375696778,124450,"Extrapolation",1,25.4208951827689,24.9501362872174,25.8916540783204
"320","SRR19509097",127814,"Extrapolation",1,25.4226220824383,24.9541534035083,25.8910907613683,0.999977797700896,0.999872666987608,1,"SRR19509097",0.999977797700896,127814,"Extrapolation",1,25.4226220824383,24.9519049888094,25.8933391760673
"321","SRR19509097",1,"Rarefaction",2,1,1,1,0.151369798903083,0.148784335633932,0.153955262172235,"SRR19509097",0.151369798903083,1,"Rarefaction",2,1,0.992746305182803,1.0072536948172
"322","SRR19509097",3551,"Rarefaction",2,6.59592395808635,6.48398661279916,6.70786130337355,0.980975856355542,0.980494399716124,0.98145731299496,"SRR19509097",0.980975856206089,3551,"Rarefaction",2,6.59592395800057,6.48403617814047,6.70781173786067
"323","SRR19509097",7101,"Rarefaction",2,6.60112595765028,6.48899664962444,6.71325526567613,0.990055582247199,0.989710859791709,0.990400304702688,"SRR19509097",0.990055582168843,7101,"Rarefaction",2,6.60112595760598,6.48900423097081,6.71324768424115
"324","SRR19509097",10651,"Rarefaction",2,6.6028621074487,6.49066869632038,6.71505551857701,0.993180205997032,0.992902668821924,0.993457743172141,"SRR19509097",0.993180205983688,10651,"Rarefaction",2,6.6028621074413,6.49066053368687,6.71506368119573
"325","SRR19509097",14202,"Rarefaction",2,6.60373076947705,6.49150527831954,6.71595626063456,0.994811950127544,0.994581665763859,0.995042234491229,"SRR19509097",0.994811950105743,14202,"Rarefaction",2,6.60373076946575,6.49149226489734,6.71596927403416
"326","SRR19509097",17752,"Rarefaction",2,6.6042519198087,6.49200718018988,6.71649665942753,0.995839692721395,0.995638726822716,0.996040658620074,"SRR19509097",0.995839692711083,17752,"Rarefaction",2,6.6042519198036,6.49199330784143,6.71651053176577
"327","SRR19509097",21302,"Rarefaction",2,6.60459941543991,6.49234184031491,6.7168569905649,0.996561448684667,0.996376786183194,0.996746111186139,"SRR19509097",0.996561448674509,21302,"Rarefaction",2,6.60459941543524,6.49232872637176,6.71687010449873
"328","SRR19509097",24852,"Rarefaction",2,6.60484765689204,6.49258091198362,6.71711440180047,0.997104563640241,0.996928139986615,0.997280987293867,"SRR19509097",0.997104563629066,24852,"Rarefaction",2,6.60484765688707,6.49256922690628,6.71712608686786
"329","SRR19509097",28403,"Rarefaction",2,6.60503390054834,6.49276027574914,6.71730752534754,0.997532921270044,0.997360311775494,0.997705530764593,"SRR19509097",0.99753292129425,28403,"Rarefaction",2,6.60503390055862,6.49275023076576,6.71731757035148
"330","SRR19509097",31953,"Rarefaction",2,6.60517872124863,6.49289974658929,6.71745769590796,0.997881963639548,0.997711002647455,0.998052924631641,"SRR19509097",0.997881963655021,31953,"Rarefaction",2,6.60517872125492,6.49289129566147,6.71746614684836
"331","SRR19509097",35503,"Rarefaction",2,6.60529458478292,6.493011329887,6.71757783967885,0.998173468644517,0.998003236599671,0.998343700689363,"SRR19509097",0.998173468627602,35503,"Rarefaction",2,6.60529458477637,6.49300426862085,6.71758490093189
"332","SRR19509097",39054,"Rarefaction",2,6.60538941124274,6.49310265320412,6.71767616928136,0.998421449214761,0.998251623796669,0.998591274632852,"SRR19509097",0.998421449196339,39054,"Rarefaction",2,6.60538941123578,6.49309666650895,6.71768215596262
"333","SRR19509097",42604,"Rarefaction",2,6.60546841224729,6.49317873565708,6.71775808883751,0.998635173621617,0.998465650097264,0.99880469714597,"SRR19509097",0.998635173618301,42604,"Rarefaction",2,6.6054684122461,6.49317341749692,6.71776340699528
"334","SRR19509097",46154,"Rarefaction",2,6.60553526187677,6.49324311561836,6.71782740813518,0.998821288165111,0.998651976135687,0.998990600194535,"SRR19509097",0.998821288177711,46154,"Rarefaction",2,6.60553526188122,6.49323797433106,6.71783254943139
"335","SRR19509097",49704,"Rarefaction",2,6.60559256331224,6.49329830010721,6.71788682651727,0.998984523513982,0.998815251583107,0.999153795444857,"SRR19509097",0.998984523503925,49704,"Rarefaction",2,6.60559256330875,6.4932927492331,6.7178923773844
"336","SRR19509097",53255,"Rarefaction",2,6.60564223907226,6.49334614062931,6.71793833751522,0.999128423313138,0.99895890369638,0.999297942929896,"SRR19509097",0.999128423300818,53255,"Rarefaction",2,6.60564223906803,6.49333946739064,6.71794501074542
"337","SRR19509097",56805,"Rarefaction",2,6.60568569338093,6.49338798953298,6.71798339722888,0.999255586712569,0.999085405685258,0.999425767739879,"SRR19509097",0.99925558671202,56805,"Rarefaction",2,6.60568569338075,6.49337922239045,6.71799216437105
"338","SRR19509097",60355,"Rarefaction",2,6.60572403629876,6.493424915877,6.71802315672053,0.999368178959577,0.999196789556246,0.999539568362909,"SRR19509097",0.999368178958608,60355,"Rarefaction",2,6.60572403629842,6.49341265934865,6.7180354132482
"339","SRR19509097",63906,"Rarefaction",2,6.60575812869035,6.49345774872249,6.71805850865822,0.999467976903939,0.999294680558615,0.999641273249262,"SRR19509097",0.99946797690394,63906,"Rarefaction",2,6.60575812546065,6.49344258691961,6.71807366400169
"340","SRR19509097",63907,"Observed",2,6.60575813775756,6.49345775745471,6.71805851806041,0.999468003347022,0.999294706350084,0.999641300343961,"SRR19509097",0.999468003347022,63907,"Observed",2,6.60575813775756,6.49344259843429,6.71807367708083
"341","SRR19509097",63908,"Extrapolation",2,6.60575814682449,6.49345776618665,6.71805852746232,0.999468029788792,0.999294732140263,0.999641327437321,"SRR19509097",0.999468029788792,63908,"Extrapolation",2,6.60575814682449,6.49344260650587,6.7180736871431
"342","SRR19509097",67271,"Extrapolation",2,6.60578711422227,6.49348566337611,6.71808856506843,0.999549916765992,0.999374670606503,0.999725162925481,"SRR19509097",0.999549916765992,67271,"Extrapolation",2,6.60578711422227,6.49346859104375,6.71810563740078
"343","SRR19509097",70634,"Extrapolation",2,6.60581332346881,6.49351090431062,6.718115742627,0.999619198757248,0.999442766357095,0.999795631157402,"SRR19509097",0.999619198757248,70634,"Extrapolation",2,6.60581332346881,6.493492532594,6.71813411434362
"344","SRR19509097",73998,"Extrapolation",2,6.60583715735426,6.49353385763921,6.71814045706931,0.999677832080535,0.999501189685009,0.999854474476062,"SRR19509097",0.999677832080535,73998,"Extrapolation",2,6.60583715735426,6.49351465772378,6.71815965698474
"345","SRR19509097",77361,"Extrapolation",2,6.60585891242257,6.4935548089508,6.71816301589435,0.999727423874437,0.999551588537653,0.99990325921122,"SRR19509097",0.999727423874437,77361,"Extrapolation",2,6.60585891242257,6.49353511005253,6.71818271479261
"346","SRR19509097",80725,"Extrapolation",2,6.60587886064678,6.49357402017095,6.71818370112262,0.999769393391067,0.999595329708419,0.999943457073715,"SRR19509097",0.999769393391067,80725,"Extrapolation",2,6.60587886064678,6.4935540558794,6.71820366541416
"347","SRR19509097",84088,"Extrapolation",2,6.60589720767339,6.49359168934898,6.71820272599779,0.999804891014298,0.999633463113879,0.999976318914718,"SRR19509097",0.999804891014298,84088,"Extrapolation",2,6.60589720767339,6.49357162744679,6.71822278789999
"348","SRR19509097",87452,"Extrapolation",2,6.60591414853279,6.49360800431022,6.71822029275535,0.999834932639563,0.999666887514976,1,"SRR19509097",0.999834932639563,87452,"Extrapolation",2,6.60591414853279,6.49358796595418,6.71824033111139
"349","SRR19509097",90815,"Extrapolation",2,6.60592982993516,6.49362310634488,6.71823655352545,0.999860341707394,0.999696301890528,1,"SRR19509097",0.999860341707394,90815,"Extrapolation",2,6.60592982993516,6.49360317929691,6.71825648057342
"350","SRR19509097",94179,"Extrapolation",2,6.60594439564581,6.49363713390703,6.7182516573846,0.999881845391995,0.999722317979771,1,"SRR19509097",0.999881845391995,94179,"Extrapolation",2,6.60594439564581,6.49361738172284,6.71827140956879
"351","SRR19509097",97542,"Extrapolation",2,6.60595795285629,6.49365019022816,6.71826571548442,0.999900033109067,0.999745413795308,1,"SRR19509097",0.999900033109067,97542,"Extrapolation",2,6.60595795285629,6.49363065852458,6.71828524718801
"352","SRR19509097",100906,"Extrapolation",2,6.60597061007446,6.49366237980742,6.71827884034151,0.999915425367221,0.999766015014366,1,"SRR19509097",0.999915425367221,100906,"Extrapolation",2,6.60597061007446,6.49364310109453,6.71829811905439
"353","SRR19509097",104269,"Extrapolation",2,6.60598244722591,6.49367377961761,6.71829111483421,0.999928444068044,0.99978445429537,1,"SRR19509097",0.999928444068044,104269,"Extrapolation",2,6.60598244722591,6.49365477636303,6.71831011808879
"354","SRR19509097",107633,"Extrapolation",2,6.60599354790064,6.49368447016055,6.71830262564073,0.99993946178968,0.999801032587894,1,"SRR19509097",0.99993946178968,107633,"Extrapolation",2,6.60599354790064,6.49366575755447,6.71832133824682
"355","SRR19509097",110996,"Extrapolation",2,6.60600397274435,6.49369450984144,6.71831343564727,0.999948780527729,0.999815984407301,1,"SRR19509097",0.999948780527729,110996,"Extrapolation",2,6.60600397274435,6.4936760972844,6.71833184820431
"356","SRR19509097",114360,"Extrapolation",2,6.60601378731492,6.49370396179611,6.71832361283372,0.999956666972255,0.999829525356176,1,"SRR19509097",0.999956666972255,114360,"Extrapolation",2,6.60601378731492,6.49368585461319,6.71834172001665
"357","SRR19509097",117723,"Extrapolation",2,6.60602303833115,6.49371287101739,6.7183332056449,0.999963337290593,0.999841822610055,1,"SRR19509097",0.999963337290593,117723,"Extrapolation",2,6.60602303833115,6.49369507113043,6.71835100553187
"358","SRR19509097",121087,"Extrapolation",2,6.60603177802808,6.49372128781048,6.71834226824567,0.999968982378507,0.999853032574683,1,"SRR19509097",0.999968982378507,121087,"Extrapolation",2,6.60603177802807,6.49370379488528,6.71835976117087
"359","SRR19509097",124450,"Extrapolation",2,6.60604004287455,6.4937292472969,6.71835083845221,0.99997375696778,0.999863275723157,1,"SRR19509097",0.99997375696778,124450,"Extrapolation",2,6.60604004287455,6.49371205897868,6.71836802677042
"360","SRR19509097",127814,"Extrapolation",2,6.60604787507983,6.49373679012647,6.71835896003319,0.999977797700896,0.999872666987608,1,"SRR19509097",0.999977797700896,127814,"Extrapolation",2,6.60604787507983,6.49371990286425,6.71837584729541
"361","SRR19509098",1,"Rarefaction",0,1,1,1,0.102696582264855,0.10114366043681,0.1042495040929,"SRR19509098",0.102697651140233,1,"Rarefaction",0,1.00001060769611,0.990023920008981,1.00999729538323
"362","SRR19509098",3229,"Rarefaction",0,254.416829070721,250.964664501891,257.868993639551,0.971306892551274,0.970490399560319,0.972123385542228,"SRR19509098",0.97130689288341,3229,"Rarefaction",0,254.416830269801,248.495676947698,260.337983591904
"363","SRR19509098",6458,"Rarefaction",0,320.509676836194,315.471788091425,325.547565580963,0.984898118204801,0.984433618685551,0.98536261772405,"SRR19509098",0.984898118198747,6458,"Rarefaction",0,320.509676801916,313.011965906666,328.007387697166
"364","SRR19509098",9686,"Rarefaction",0,360.42350671534,354.526479475071,366.320533955609,0.989749397636273,0.989422274111843,0.990076521160704,"SRR19509098",0.989749397721423,9686,"Rarefaction",0,360.423507571107,352.367894184722,368.479120957492
"365","SRR19509098",12915,"Rarefaction",0,389.108942031563,382.710903428723,395.506980634404,0.992257856580834,0.991996038553028,0.99251967460864,"SRR19509098",0.992257856640479,12915,"Rarefaction",0,389.10894280835,380.850709829335,397.367175787365
"366","SRR19509098",16144,"Rarefaction",0,411.416946568886,404.701484008159,418.132409129612,0.993819830051084,0.993590816694576,0.994048843407593,"SRR19509098",0.993819830020999,16144,"Rarefaction",0,411.416946097955,403.04962193769,419.78427025822
"367","SRR19509098",19372,"Rarefaction",0,429.519235288739,422.582679055936,436.455791521542,0.994906892794398,0.994697305958841,0.995116479629956,"SRR19509098",0.994906892808776,19372,"Rarefaction",0,429.519235539137,421.043158228454,437.995312849819
"368","SRR19509098",22601,"Rarefaction",0,444.594593427537,437.489231618165,451.699955236908,0.995720401578543,0.995525896970362,0.995914906186723,"SRR19509098",0.99572040155398,22601,"Rarefaction",0,444.594592952659,436.001050869774,453.188135035544
"369","SRR19509098",25829,"Rarefaction",0,457.340442117548,450.097659514526,464.583224720571,0.996359101374843,0.996178329480087,0.996539873269599,"SRR19509098",0.996359101354584,25829,"Rarefaction",0,457.340441697917,448.640258598755,466.040624797079
"370","SRR19509098",29058,"Rarefaction",0,468.232340427065,460.873882254928,475.590798599202,0.99687791628672,0.996709819069385,0.997046013504055,"SRR19509098",0.996877916316513,29058,"Rarefaction",0,468.23234106462,459.453603570183,477.011078559057
"371","SRR19509098",32287,"Rarefaction",0,477.597343665065,470.14037100632,485.05431632381,0.997309011312496,0.997151833146841,0.997466189478151,"SRR19509098",0.99730901130695,32287,"Rarefaction",0,477.597343544847,468.771679608173,486.423007481522
"372","SRR19509098",35515,"Rarefaction",0,485.680909105811,478.139398004809,493.222420206814,0.997672806588596,0.997523881079764,0.997821732097428,"SRR19509098",0.997672806595028,35515,"Rarefaction",0,485.680909252374,476.827631085328,494.534187419421
"373","SRR19509098",38744,"Rarefaction",0,492.681341086708,485.065742425927,500.296939747489,0.997983325418621,0.997839216590588,0.998127434246654,"SRR19509098",0.997983325398628,38744,"Rarefaction",0,492.68134063484,483.792798536974,501.569882732705
"374","SRR19509098",41972,"Rarefaction",0,498.749966463173,491.066363438913,506.433569487434,0.998250174483541,0.998106999935129,0.998393349031953,"SRR19509098",0.998250174484458,41972,"Rarefaction",0,498.74996648479,489.778087604929,507.721845364652
"375","SRR19509098",45201,"Rarefaction",0,504.01893507436,496.267846353772,511.770023794947,0.998480836041233,0.998334685621679,0.998626986460788,"SRR19509098",0.998480836056971,45201,"Rarefaction",0,504.01893543368,494.861294715791,513.176576151569
"376","SRR19509098",48430,"Rarefaction",0,508.593819166792,500.769234632274,516.41840370131,0.998680916339278,0.998528206339286,0.99883362633927,"SRR19509098",0.998680916355973,48430,"Rarefaction",0,508.593819549248,499.077427992823,518.110211105673
"377","SRR19509098",51658,"Rarefaction",0,512.564575007053,504.653126904171,520.476023109935,0.998854947135272,0.998692607975584,0.99901728629496,"SRR19509098",0.998854947150216,51658,"Rarefaction",0,512.564575347677,502.423474520627,522.705676174727
"378","SRR19509098",54887,"Rarefaction",0,516.011305629607,507.991581533032,524.031029726182,0.999006819273209,0.998832282671937,0.999181355874481,"SRR19509098",0.999006819289557,54887,"Rarefaction",0,516.011305998936,504.942471335975,527.080140661896
"379","SRR19509098",58116,"Rarefaction",0,518.999139666535,510.84138512251,527.15689421056,0.999139666534749,0.998950745704309,0.999328587365188,"SRR19509098",0.999139666534741,58115,"Rarefaction",0,518.998395917058,506.942613268546,531.05417856557
"380","SRR19509098",58117,"Observed",0,519,510.842197219951,527.157802780049,0.99913970502272,0.998950779424727,0.999328630620713,"SRR19509098",0.99913970502272,58117,"Observed",0,519,506.943954290112,531.056045709888
"381","SRR19509098",58118,"Extrapolation",0,519.000860294977,510.84300927523,527.158711314723,0.99913974350897,0.998950813143723,0.999328673874217,"SRR19509098",0.99913974350897,58118,"Extrapolation",0,519.000860294977,506.944513780285,531.05720680967
"382","SRR19509098",61176,"Extrapolation",0,521.459566931724,513.135958688027,529.783175175422,0.999249736476093,0.999047759882413,0.999451713069774,"SRR19509098",0.999249736476093,61176,"Extrapolation",0,521.459566931725,508.489252398049,534.429881465401
"383","SRR19509098",64235,"Extrapolation",0,523.604556037047,515.07552089264,532.133591181454,0.999345694941653,0.999133961247613,0.999557428635693,"SRR19509098",0.999345694941653,64235,"Extrapolation",0,523.604556037048,509.744982509604,537.464129564491
"384","SRR19509098",67294,"Extrapolation",0,525.47520171967,516.698969516382,534.251433922958,0.999429380350054,0.999211115077373,0.999647645622735,"SRR19509098",0.999429380350054,67294,"Extrapolation",0,525.47520171967,510.784574191503,540.165829247837
"385","SRR19509098",70352,"Extrapolation",0,527.106094756049,518.041978978811,536.170210533287,0.999502340158031,0.999280440768487,0.999724239547576,"SRR19509098",0.999502340158031,70352,"Extrapolation",0,527.10609475605,511.65706699421,542.555122517889
"386","SRR19509098",73411,"Extrapolation",0,528.528894752882,519.139479261857,537.918310243907,0.999565990693189,0.99934294567582,0.999789035710557,"SRR19509098",0.999565990693189,73411,"Extrapolation",0,528.528894752882,512.396119506339,544.661669999425
"387","SRR19509098",76470,"Extrapolation",0,529.769719083742,520.022794400108,539.516643767376,0.999621500345188,0.999399392346682,0.999843608343695,"SRR19509098",0.999621500345188,76470,"Extrapolation",0,529.769719083743,513.02589367811,546.513544489376
"388","SRR19509098",79529,"Extrapolation",0,530.851842378288,520.72119619856,540.982488558015,0.999669910330391,0.999450445365507,0.999889375295275,"SRR19509098",0.999669910330391,79529,"Extrapolation",0,530.851842378288,513.56509430697,548.138590449606
"389","SRR19509098",82587,"Extrapolation",0,531.795274564282,521.26106851436,542.329480614203,0.999712115815099,0.999496663912046,0.999927567718152,"SRR19509098",0.999712115815099,82587,"Extrapolation",0,531.795274564283,514.028268397976,549.56228073059
"390","SRR19509098",85646,"Extrapolation",0,532.61832995866,521.666487707475,543.570172209845,0.999748936110584,0.999538579702605,0.999959292518563,"SRR19509098",0.999748936110584,85646,"Extrapolation",0,532.61832995866,514.427498749975,550.809161167344
"391","SRR19509098",88705,"Extrapolation",0,533.336116830506,521.958222967066,544.714010693946,0.999781047102013,0.999576619291102,0.999985474912924,"SRR19509098",0.999781047102013,88705,"Extrapolation",0,533.336116830505,514.772235679999,551.899997981012
"392","SRR19509098",91764,"Extrapolation",0,533.96209899029,522.154625580674,545.769572399905,0.999809051107874,0.999611175012976,1,"SRR19509098",0.999809051107874,91764,"Extrapolation",0,533.96209899029,515.070426143494,552.853771837085
"393","SRR19509098",94822,"Extrapolation",0,534.507851697375,522.27160147553,546.744101919219,0.999833465960227,0.999642586233909,1,"SRR19509098",0.999833465960227,94822,"Extrapolation",0,534.507851697374,515.328628910536,553.687074484212
"394","SRR19509098",97881,"Extrapolation",0,534.983969341262,522.322968431843,547.64497025068,0.999854765610831,0.999671184898259,1,"SRR19509098",0.999854765610831,97881,"Extrapolation",0,534.983969341262,515.552599974132,554.415338708391
"395","SRR19509098",100940,"Extrapolation",0,535.399191690293,522.320471810073,548.477911570512,0.999873341042911,0.999697238573822,1,"SRR19509098",0.999873341042911,100940,"Extrapolation",0,535.399191690292,515.746984498412,555.051398882172
"396","SRR19509098",103999,"Extrapolation",0,535.761307233265,522.274189939938,549.248424526592,0.99988954068315,0.999720996259239,1,"SRR19509098",0.99988954068315,103999,"Extrapolation",0,535.761307233265,515.915815864919,555.606798601611
"397","SRR19509098",107057,"Extrapolation",0,536.077011977827,522.192732366459,549.961291589194,0.999903664084872,0.999742674133798,1,"SRR19509098",0.999903664084872,107057,"Extrapolation",0,536.077011977826,516.062498512249,556.091525443402
"398","SRR19509098",110116,"Extrapolation",0,536.352434522128,522.08331942453,550.621549619726,0.99991598541771,0.99976248609474,1,"SRR19509098",0.99991598541771,110116,"Extrapolation",0,536.352434522128,516.190086812467,556.514782231789
"399","SRR19509098",113175,"Extrapolation",0,536.592630610824,521.952122536659,551.233138684989,0.999926730856005,0.999780603839929,1,"SRR19509098",0.999926730856005,113175,"Extrapolation",0,536.592630610823,516.301075057435,556.884186164212
"400","SRR19509098",116234,"Extrapolation",0,536.802105696356,521.804322480804,551.799888911908,0.999936101956167,0.999797188046973,1,"SRR19509098",0.999936101956167,116234,"Extrapolation",0,536.802105696356,516.39765789694,557.206553495772
"401","SRR19509098",1,"Rarefaction",1,1,1,1,0.102696582264855,0.10114366043681,0.1042495040929,"SRR19509098",0.102697651140233,1,"Rarefaction",1,1.00001019722021,0.990404222098858,1.00961617234157
"402","SRR19509098",3229,"Rarefaction",1,33.1335155831207,32.6372466454248,33.6297845208166,0.971306892551274,0.970490399560319,0.972123385542228,"SRR19509098",0.97130689288341,3229,"Rarefaction",1,33.1335156072531,32.6310648851644,33.6359663293418
"403","SRR19509098",6458,"Rarefaction",1,34.166377609219,33.6501661776455,34.6825890407925,0.984898118204801,0.984433618685551,0.98536261772405,"SRR19509098",0.984898118198747,6458,"Rarefaction",1,34.1663776088119,33.6464428400722,34.6863123775517
"404","SRR19509098",9686,"Rarefaction",1,34.5725158134801,34.0483991277755,35.0966324991846,0.989749397636273,0.989422274111843,0.990076521160704,"SRR19509098",0.989749397721423,9686,"Rarefaction",1,34.572515820878,34.0455806572803,35.0994509844757
"405","SRR19509098",12915,"Rarefaction",1,34.7943001838527,34.2658449998778,35.3227553678276,0.992257856580834,0.991996038553028,0.99251967460864,"SRR19509098",0.992257856640479,12915,"Rarefaction",1,34.794300189203,34.2635392537278,35.3250611246783
"406","SRR19509098",16144,"Rarefaction",1,34.9353330804055,34.4041136352829,35.4665525255282,0.993819830051084,0.993590816694576,0.994048843407593,"SRR19509098",0.993819830020999,16144,"Rarefaction",1,34.9353330776774,34.4021880000151,35.4684781553397
"407","SRR19509098",19372,"Rarefaction",1,35.0333519510845,34.5002121678048,35.5664917343641,0.994906892794398,0.994697305958841,0.995116479629956,"SRR19509098",0.994906892808776,19372,"Rarefaction",1,35.0333519523511,34.4986307484126,35.5680731562896
"408","SRR19509098",22601,"Rarefaction",1,35.1056213885161,34.5710701037915,35.6401726732406,0.995720401578543,0.995525896970362,0.995914906186723,"SRR19509098",0.99572040155398,22601,"Rarefaction",1,35.1056213863584,34.5698379510951,35.6414048216218
"409","SRR19509098",25829,"Rarefaction",1,35.1611155426031,34.625486915903,35.6967441693031,0.996359101374843,0.996178329480087,0.996539873269599,"SRR19509098",0.996359101354584,25829,"Rarefaction",1,35.1611155408515,34.6246237739156,35.6976073077873
"410","SRR19509098",29058,"Rarefaction",1,35.205083115202,34.6686085140909,35.741557716313,0.99687791628672,0.996709819069385,0.997046013504055,"SRR19509098",0.996877916316513,29058,"Rarefaction",1,35.2050831176928,34.6681344356223,35.7420317997632
"411","SRR19509098",32287,"Rarefaction",1,35.2407419024017,34.7035890307093,35.7778947740942,0.997309011312496,0.997151833146841,0.997466189478151,"SRR19509098",0.99730901130695,32287,"Rarefaction",1,35.2407419019552,34.7035145003269,35.7779693035834
"412","SRR19509098",35515,"Rarefaction",1,35.2702058861625,34.7325000958883,35.8079116764367,0.997672806588596,0.997523881079764,0.997821732097428,"SRR19509098",0.997672806595028,35515,"Rarefaction",1,35.2702058866873,34.7328203949203,35.8075913784542
"413","SRR19509098",38744,"Rarefaction",1,35.2949460891073,34.7567829371616,35.8331092410531,0.997983325418621,0.997839216590588,0.998127434246654,"SRR19509098",0.997983325398628,38744,"Rarefaction",1,35.2949460875291,34.7574771694373,35.8324150056209
"414","SRR19509098",41972,"Rarefaction",1,35.3159769976837,34.7774312449359,35.8545227504315,0.998250174483541,0.998106999935129,0.998393349031953,"SRR19509098",0.998250174484458,41972,"Rarefaction",1,35.3159769977581,34.7784658994715,35.8534880960448
